Luca,6
Paolo,7
Mauro,8
Daniel,7
Marco,8
Edoardo,7
Pippo,2
Enzo,4
Riccardo,4
Francesco,7
Francesco,9
Simone,7
Simone,9
Simone,10
Luca,7
Luca,8
